name,acronym,id,structure_id_path,parent_structure_id
Olivary pretectal nucleus,OPT,706,/997/8/343/313/323/1100/706/,1100
Optic layer of the superior colliculus,Op,851,/997/8/343/313/339/2476/302/851/,302
Orbital cortex,O,714,/997/8/567/688/695/315/714/,315
"Orbital cortex, ventral part, layer 1",VO-1,2320,/997/8/567/688/695/315/714/738/2320/,738
"Orbital cortex, ventral part, layer 2/3",VO-2/3,2321,/997/8/567/688/695/315/714/738/2321/,738
"Orbital cortex, ventral part, layer 5",VO-5,2322,/997/8/567/688/695/315/714/738/2322/,738
"Orbital cortex, ventral part, layer 6a",VO-6a,2323,/997/8/567/688/695/315/714/738/2323/,738
"Orbital cortex, ventral part, layer 6b",VO-6b,2324,/997/8/567/688/695/315/714/738/2324/,738
Oval paracentral thalamic nucleus,OPC,2064,/997/8/343/1129/549/856/51/907/2064/,907
Pallidum,PAL,803,/997/8/567/623/803/,623
"Pallidum, caudal region",PALc,809,/997/8/567/623/803/809/,803
"Pallidum, medial region",PALm,826,/997/8/567/623/803/826/,803
Paraabducens nucleus,Pa6,2229,/997/8/343/1065/354/370/653/2229/,653
Parabigeminal nucleus,PBG,874,/997/8/343/313/339/874/,339
Parabrachial nucleus,PB,867,/997/8/343/1065/771/1132/867/,1132
Parabranchial pigmented nucleus of the VTA,PBP,2124,/997/8/343/313/323/749/2124/,749
Paracentral thalamic nucleus,PC,907,/997/8/343/1129/549/856/51/907/,51
Paracochlear glial substance,PCGS,2218,/997/8/343/1065/354/370/701/2218/,701
Parafascicular thalamic nucleus,PaF,930,/997/8/343/1129/549/856/51/930/,51
Paraflocculus,PFl,1041,/997/8/512/528/1073/1041/,1073
"Paraflocculus, granular layer",PFl-gr,10687,/997/8/512/528/1073/1041/10687/,1041
"Paraflocculus, molecular layer",PFl-mo,10689,/997/8/512/528/1073/1041/10689/,1041
Parainterfascicular nucleus of the VTA,PIF,2144,/997/8/343/313/323/749/2144/,749
Paralemniscal nucleus,PL,612,/997/8/343/1065/771/1132/612/,1132
Paramedian lobule,PM,1025,/997/8/512/528/1073/1025/,1073
"Paramedian lobule, granular layer",PM-gr,10681,/997/8/512/528/1073/1025/10681/,1025
"Paramedian lobule, molecular layer",PM-mo,10683,/997/8/512/528/1073/1025/10683/,1025
Paramedian raphÈ nucleus,PMnR,137,/997/8/343/1065/771/1117/679/137/,679
Paramedian reticular nucleus,PMn,395,/997/8/343/1065/354/370/395/,370
Paranigral nucleus of the VTA,PN,2138,/997/8/343/313/323/749/2138/,749
Parapyramidal nucleus,PPy,1069,/997/8/343/1065/354/370/1069/,370
Pararubral nucleus,PaR,2154,/997/8/343/313/323/2154/,323
Parasolitary nucleus,PSol,859,/997/8/343/1065/354/370/859/,370
Parastrial nucleus,PS,1109,/997/8/343/1129/1097/141/1109/,141
Parasubiculum,PaS,843,/997/8/567/688/695/1089/822/843/,822
"Parasubiculum, layer 1",PaS1,10693,/997/8/567/688/695/1089/822/843/10693/,843
"Parasubiculum, layer 2",PaS2,10694,/997/8/567/688/695/1089/822/843/10694/,843
"Parasubiculum, layer 3",PaS3,10695,/997/8/567/688/695/1089/822/843/10695/,843
Parasubthalamic nucleus,PSTh,364,/997/8/343/1129/1097/290/364/,290
Parataenial thalamic nucleus,PT,15,/997/8/343/1129/549/856/571/15/,571
Paraterete nucleus,PTe,2379,/997/8/343/1129/1097/290/2379/,290
Paratrigeminal nucleus,Pa5,2270,/997/8/343/1065/354/386/2270/,386
Paratrochlear nucleus,Pa4,2179,/997/8/343/313/323/115/2179/,115
"Paraventricular hypothalamic nucleus, anterior parivcellular part",PaAP,55,/997/8/343/1129/1097/157/38/94/55/,94
"Paraventricular hypothalamic nucleus, descending division",PVHd,63,/997/8/343/1129/1097/467/63/,467
"Paraventricular hypothalamic nucleus, dorsal cap",PaDC,439,/997/8/343/1129/1097/467/63/439/,63
"Paraventricular hypothalamic nucleus, lateral magnocellular part",PaLM,652,/997/8/343/1129/1097/157/38/71/652/,71
"Paraventricular hypothalamic nucleus, magnocellular division",PVAm,71,/997/8/343/1129/1097/157/38/71/,38
"Paraventricular hypothalamic nucleus, medial magnocellular part",PaMM,79,/997/8/343/1129/1097/157/38/71/79/,71
"Paraventricular hypothalamic nucleus, medial parvicellular part",PaMP,87,/997/8/343/1129/1097/157/38/94/87/,94
"Paraventricular hypothalamic nucleus, parvicellular division",PVAp,94,/997/8/343/1129/1097/157/38/94/,38
"Paraventricular hypothalamic nucleus, posterior part",PaPo,660,/997/8/343/1129/1097/157/38/71/660/,71
"Paraventricular hypothalamic nucleus, ventral part",PaV,30,/997/8/343/1129/1097/157/30/,157
Paraventricular nucleus of the thalamus,PVT,149,/997/8/343/1129/549/856/571/149/,571
"Paraventricular thalamic nucleus, anterior part",PV,2089,/997/8/343/1129/549/856/571/149/2089/,149
"Paraventricular thalamic nucleus, anterior part",PVA,38,/997/8/343/1129/1097/157/38/,157
"Paraventricular thalamic nucleus, posterior part",PVP,2090,/997/8/343/1129/549/856/571/149/2090/,149
Paraxiphoid nucleus of thalamus,PaXi,2039,/997/8/343/1129/549/856/571/15/2038/2039/,2038
"Parietal cortex, posterior area, dorsal part, layer1",PtPD-1,2402,/997/8/567/688/695/315/22/2082/2402/,2082
"Parietal cortex, posterior area, dorsal part, layer2/3",PtPD-2/3,2403,/997/8/567/688/695/315/22/2082/2403/,2082
"Parietal cortex, posterior area, dorsal part, layer4",PtPD-4,2404,/997/8/567/688/695/315/22/2082/2404/,2082
"Parietal cortex, posterior area, dorsal part, layer5",PtPD-5,2405,/997/8/567/688/695/315/22/2082/2405/,2082
"Parietal cortex, posterior area, dorsal part, layer6a",PtPD-6a,2406,/997/8/567/688/695/315/22/2082/2406/,2082
"Parietal cortex, posterior area, dorsal part, layer6b",PtPD-6b,2407,/997/8/567/688/695/315/22/2082/2407/,2082
"Parietal cortex, posterior area, rostral part",PtPR,2286,/997/8/567/688/695/315/22/2286/,22
"Parietal cortex, posterior area, rostral part, layer1",PtPR-1,2396,/997/8/567/688/695/315/22/2286/2396/,2286
"Parietal cortex, posterior area, rostral part, layer2/3",PtPR-2/3,2397,/997/8/567/688/695/315/22/2286/2397/,2286
"Parietal cortex, posterior area, rostral part, layer4",PtPR-4,2398,/997/8/567/688/695/315/22/2286/2398/,2286
"Parietal cortex, posterior area, rostral part, layer5",PtPR-5,2399,/997/8/567/688/695/315/22/2286/2399/,2286
"Parietal cortex, posterior area, rostral part, layer6a",PtPR-6a,2400,/997/8/567/688/695/315/22/2286/2400/,2286
"Parietal cortex, posterior area, rostral part, layer6b",PtPR-6b,2401,/997/8/567/688/695/315/22/2286/2401/,2286
Parvicellular reticular nucleus,PCRt,852,/997/8/343/1065/354/370/852/,370
"Parvicellular reticular nucleus, alpha part",PCRtA,2214,/997/8/343/1065/354/370/852/2214/,852
Peduncular lateral hypothalamus,PLH,2081,/997/8/343/1129/1097/290/194/2081/,194
Pedunculotegmental nucleus,PTg,1052,/997/8/343/313/348/1052/,348
Periaqueductal gray,PAG,795,/997/8/343/313/323/795/,323
Perifacial zone,P7,2226,/997/8/343/1065/354/370/661/2226/,661
Perifornical nucleus,PeF,2079,/997/8/343/1129/1097/290/2079/,290
Perihinal cortex,PRh,922,/997/8/567/688/695/315/922/,315
"Perihinal cortex, layer1",PRh-1,540,/997/8/567/688/695/315/922/540/,922
"Perihinal cortex, layer2/3",PRh-2/3,888,/997/8/567/688/695/315/922/888/,922
"Perihinal cortex, layer5",PRh-5,692,/997/8/567/688/695/315/922/692/,922
"Perihinal cortex, layer6a",PRh-6a,335,/997/8/567/688/695/315/922/335/,922
"Perihinal cortex, layer6b",PRh-6b,368,/997/8/567/688/695/315/922/368/,922
Perihypoglossal nuclei,PHY,154,/997/8/343/1065/354/370/154/,370
"Perilemniscal nucleus, ventral part",PLV,2186,/997/8/343/1065/771/1117/2186/,1117
Peripeduncular nucleus,PP,1044,/997/8/343/1129/549/864/1044/,864
Peritrigeminal zone,P5,2193,/997/8/343/1065/771/987/2193/,987
Periventricular gray ,PVG,2414,/997/8/343/1129/549/2414/,549
Periventricular hypothalamic nucleus,Pe,133,/997/8/343/1129/1097/141/133/,141
Periventricular region,PVR,141,/997/8/343/1129/1097/141/,1097
Periventricular zone,PVZ,157,/997/8/343/1129/1097/157/,1097
Piriform cortex,PIR,961,/997/8/567/688/695/698/961/,698
Piriform cortex 1,Pir1,276,/997/8/567/688/695/698/961/276/,961
Piriform cortex 2,Pir2,284,/997/8/567/688/695/698/961/284/,961
Piriform cortex 3,Pir3,291,/997/8/567/688/695/698/961/291/,961
Pleoglial periaqueductal gray,PlPAG,2143,/997/8/343/313/323/795/2143/,795
Polymorph layer of the dentate gyrus,PoDG,10704,/997/8/567/688/695/1089/1080/726/10704/,726
Pons,P,771,/997/8/343/1065/771/,1065
"Pons, behavioral state related",P-sat,1117,/997/8/343/1065/771/1117/,771
"Pons, motor related",P-mot,987,/997/8/343/1065/771/987/,771
"Pons, sensory related",P-sen,1132,/997/8/343/1065/771/1132/,771
Pontine nuclei,Pn,931,/997/8/343/1065/771/987/931/,987
Pontine raphÈ nucleus,PnR,238,/997/8/343/1065/771/1117/238/,1117
"Pontine reticular nucleus, caudal part",PnC,2206,/997/8/343/1065/771/987/2206/,987
"Pontine reticular nucleus, oral part",PnO,2205,/997/8/343/1065/771/987/2205/,987
"Pontine reticular nucleus, ventral part",PnV,2217,/997/8/343/1065/771/987/2217/,987
Posterior cortical amygdaloid area,PCO,647,/997/8/567/688/695/698/631/647/,631
Posterior hypothalamic area,PHA,2474,/997/8/343/1129/1097/467/2474/,467
"Posterior hypothalamic area, dorsal part",PHD,2075,/997/8/343/1129/1097/467/2474/946/2075/,946
Posterior hypothalamic nucleus,PH,946,/997/8/343/1129/1097/467/2474/946/,2474
"Posterior hypothalamic nucleus, dorsal part",PHnd,2364,/997/8/343/1129/1097/467/2474/946/2364/,946
"Posterior hypothalamic nucleus, ventral part",PHnv,2365,/997/8/343/1129/1097/467/2474/946/2365/,946
Posterior intralaminar thalamic nucleus,PIL,2120,/997/8/343/1129/549/864/2120/,864
Posterior limitans thalamic nucleus,PLi,1029,/997/8/343/1129/549/856/138/1029/,138
Posterior pretectal nucleus,PPT,1061,/997/8/343/313/323/1100/1061/,1100
Posterior thalamic nuclear group,Po,1020,/997/8/343/1129/549/856/138/1020/,138
"Posterior thalamic nuclear group, triangular part",PoT,2128,/997/8/343/1129/549/856/138/1020/2128/,1020
Posterodorsal preoptic nucleus,PDPO,914,/997/8/343/1129/1097/141/914/,141
Posterodorsal raphÈ nucleus,PDR,2178,/997/8/343/313/348/165/872/2178/,872
Posterodorsal tegmental nucleus,PDTg,2230,/997/8/343/1065/771/987/880/2230/,880
Posterolateral cortical amygdaloid area,PLCo,655,/997/8/567/688/695/698/631/647/655/,647
Posterolateral cortical amygdaloid area 1,PLCo1,216,/997/8/567/688/695/698/631/647/655/216/,655
Posterolateral cortical amygdaloid area 2,PLCo2,224,/997/8/567/688/695/698/631/647/655/224/,655
Posterolateral cortical amygdaloid area 3,PLCo3,232,/997/8/567/688/695/698/631/647/655/232/,655
Posteromedial cortical amygdaloid area,PMCo,663,/997/8/567/688/695/698/631/647/663/,647
Posteromedial cortical amygdaloid area 1,PMCo1,240,/997/8/567/688/695/698/631/647/663/240/,663
Posteromedial cortical amygdaloid area 2,PMCo2,248,/997/8/567/688/695/698/631/647/663/248/,663
Posteromedial cortical amygdaloid area 3,PMCo3,256,/997/8/567/688/695/698/631/647/663/256/,663
Posteromedian thalamic nucleus,PoMn,2091,/997/8/343/1129/549/856/444/2091/,444
"Postpiriform transition area, layers 1",APir1,1140,/997/8/567/688/695/698/566/1140/,566
"Postpiriform transition area, layers 2",APir2,1141,/997/8/567/688/695/698/566/1141/,566
"Postpiriform transition area, layers 3",APir3,1142,/997/8/567/688/695/698/566/1142/,566
Postsubiculum,Post,1037,/997/8/567/688/695/1089/822/1037/,822
"Postsubiculum, layer 1",Post1,10696,/997/8/567/688/695/1089/822/1037/10696/,1037
"Postsubiculum, layer 2",Post2,10697,/997/8/567/688/695/1089/822/1037/10697/,1037
"Postsubiculum, layer 3",Post3,10698,/997/8/567/688/695/1089/822/1037/10698/,1037
Pre-Botzinger complex,PrBo,2251,/997/8/343/1065/354/370/2468/2251/,2468
Pre-Edinger-Westphal nucleus,PrEW,2130,/997/8/343/313/323/975/2130/,975
Precommissural nucleus,PrC,50,/997/8/343/313/323/50/,323
Precuneiform area,PrCnF,2192,/997/8/343/313/323/616/2192/,616
Pregeniculate nucleus of the prethalamus,PrG,178,/997/8/343/1129/549/856/1014/178/,1014
"Pregeniculate nucleus, magnocellular part",PrGMC,2072,/997/8/343/1129/549/856/1014/178/2072/,178
"Pregeniculate nucleus, parvicellular part",PrGPC,2073,/997/8/343/1129/549/856/1014/178/2073/,178
"Premamillary nucleus, dorsal part",PMD,980,/997/8/343/1129/1097/467/980/,467
"Premamillary nucleus, ventral part",PMV,1004,/997/8/343/1129/1097/467/1004/,467
Prepositus nucleus,Pr,169,/997/8/343/1065/354/370/154/169/,154
Prerubral field,PR,2107,/997/8/343/313/2107/,313
Presubiculum,PrS,1084,/997/8/567/688/695/1089/822/1084/,822
"Presubiculum, layer 1",PrS1,10699,/997/8/567/688/695/1089/822/1084/10699/,1084
"Presubiculum, layer 2",PrS2,10700,/997/8/567/688/695/1089/822/1084/10700/,1084
"Presubiculum, layer 3",PrS3,10701,/997/8/567/688/695/1089/822/1084/10701/,1084
Pretectal region,PRT,1100,/997/8/343/313/323/1100/,323
Primary auditory cortex,Au1,1002,/997/8/567/688/695/315/247/1002/,247
"Primary auditory cortex, layer 1",Au1-1,735,/997/8/567/688/695/315/247/1002/735/,1002
"Primary auditory cortex, layer 2/3",Au1-2/3,251,/997/8/567/688/695/315/247/1002/251/,1002
"Primary auditory cortex, layer 4",Au1-4,816,/997/8/567/688/695/315/247/1002/816/,1002
"Primary auditory cortex, layer 5",Au1-5,847,/997/8/567/688/695/315/247/1002/847/,1002
"Primary auditory cortex, layer 6a",Au1-6a,954,/997/8/567/688/695/315/247/1002/954/,1002
"Primary auditory cortex, layer 6b",Au1-6b,1005,/997/8/567/688/695/315/247/1002/1005/,1002
Primary motor cortex,M1,985,/997/8/567/688/695/315/500/985/,500
Primary motor cortex Layer 1,M1-1,320,/997/8/567/688/695/315/500/985/320/,985
Primary motor cortex Layer 2/3,M1-2/3,943,/997/8/567/688/695/315/500/985/943/,985
Primary motor cortex Layer 5,M1-5,648,/997/8/567/688/695/315/500/985/648/,985
Primary motor cortex Layer 6a,M1-6a,844,/997/8/567/688/695/315/500/985/844/,985
Primary motor cortex Layer 6b,M1-6b,882,/997/8/567/688/695/315/500/985/882/,985
"Primary somatosensory area, jaw",S1J,2338,/997/8/567/688/695/315/453/322/2338/,322
"Primary somatosensory area, jaw, layer 1",S1J-1,2339,/997/8/567/688/695/315/453/322/2338/2339/,2338
"Primary somatosensory area, jaw, layer 2/3",S1J-2/3,2340,/997/8/567/688/695/315/453/322/2338/2340/,2338
"Primary somatosensory area, jaw, layer 4",S1J-4,2341,/997/8/567/688/695/315/453/322/2338/2341/,2338
"Primary somatosensory area, jaw, layer 5",S1J-5,2342,/997/8/567/688/695/315/453/322/2338/2342/,2338
"Primary somatosensory area, jaw, layer 6a",S1J-6a,2343,/997/8/567/688/695/315/453/322/2338/2343/,2338
"Primary somatosensory area, jaw, layer 6b",S1J-6b,2344,/997/8/567/688/695/315/453/322/2338/2344/,2338
Primary somatosensory cortex,S1,322,/997/8/567/688/695/315/453/322/,453
Primary somatosensory cortex layer 1,S1-1,793,/997/8/567/688/695/315/453/322/793/,322
Primary somatosensory cortex layer 2/3,S1-2/3,346,/997/8/567/688/695/315/453/322/346/,322
Primary somatosensory cortex layer 4,S1-4,865,/997/8/567/688/695/315/453/322/865/,322
Primary somatosensory cortex layer 5,S1-5,921,/997/8/567/688/695/315/453/322/921/,322
Primary somatosensory cortex layer 6a,S1-6a,686,/997/8/567/688/695/315/453/322/686/,322
Primary somatosensory cortex layer 6b,S1-6b,719,/997/8/567/688/695/315/453/322/719/,322
"Primary somatosensory cortex, barrel field",S1BF,329,/997/8/567/688/695/315/453/322/329/,322
"Primary somatosensory cortex, barrel field, layer 1",S1BF-1,981,/997/8/567/688/695/315/453/322/329/981/,329
"Primary somatosensory cortex, barrel field, layer 2/3",S1BF-2/3,201,/997/8/567/688/695/315/453/322/329/201/,329
"Primary somatosensory cortex, barrel field, layer 4",S1BF-4,1047,/997/8/567/688/695/315/453/322/329/1047/,329
"Primary somatosensory cortex, barrel field, layer 5 ",S1BF-5,1070,/997/8/567/688/695/315/453/322/329/1070/,329
"Primary somatosensory cortex, barrel field, layer 6a",S1BF-6a,1038,/997/8/567/688/695/315/453/322/329/1038/,329
"Primary somatosensory cortex, barrel field, layer 6b",S1BF-6b,1062,/997/8/567/688/695/315/453/322/329/1062/,329
"Primary somatosensory cortex, dysgranular zone ",S1DZ,2000,/997/8/567/688/695/315/453/322/2000/,322
"Primary somatosensory cortex, dysgranular zone 1",S1DZ-1,2287,/997/8/567/688/695/315/453/322/2000/2287/,2000
"Primary somatosensory cortex, dysgranular zone 2/3",S1DZ-2/3,2288,/997/8/567/688/695/315/453/322/2000/2288/,2000
"Primary somatosensory cortex, dysgranular zone 4",S1DZ-4,2289,/997/8/567/688/695/315/453/322/2000/2289/,2000
"Primary somatosensory cortex, dysgranular zone 5",S1DZ-5,2290,/997/8/567/688/695/315/453/322/2000/2290/,2000
"Primary somatosensory cortex, dysgranular zone 6a",S1DZ-6a,2291,/997/8/567/688/695/315/453/322/2000/2291/,2000
"Primary somatosensory cortex, dysgranular zone 6b",S1DZ-6b,2292,/997/8/567/688/695/315/453/322/2000/2292/,2000
"Primary somatosensory cortex, forelimb region",S1FL,369,/997/8/567/688/695/315/453/322/369/,322
"Primary somatosensory cortex, forelimb region, layer 1",S1FL-1,450,/997/8/567/688/695/315/453/322/369/450/,369
"Primary somatosensory cortex, forelimb region, layer 2/3",S1FL-2/3,854,/997/8/567/688/695/315/453/322/369/854/,369
"Primary somatosensory cortex, forelimb region, layer 4",S1FL-4,577,/997/8/567/688/695/315/453/322/369/577/,369
"Primary somatosensory cortex, forelimb region, layer 5",S1FL-5,625,/997/8/567/688/695/315/453/322/369/625/,369
"Primary somatosensory cortex, forelimb region, layer 6a",S1FL-6a,945,/997/8/567/688/695/315/453/322/369/945/,369
"Primary somatosensory cortex, forelimb region, layer 6b",S1FL-6b,1026,/997/8/567/688/695/315/453/322/369/1026/,369
"Primary somatosensory cortex, hindlimb region",S1HL,337,/997/8/567/688/695/315/453/322/337/,322
"Primary somatosensory cortex, hindlimb region, layer 1",S1HL-1,1030,/997/8/567/688/695/315/453/322/337/1030/,337
"Primary somatosensory cortex, hindlimb region, layer 2/3",S1HL-2/3,113,/997/8/567/688/695/315/453/322/337/113/,337
"Primary somatosensory cortex, hindlimb region, layer 4",S1HL-4,1094,/997/8/567/688/695/315/453/322/337/1094/,337
"Primary somatosensory cortex, hindlimb region, layer 5",S1HL-5,1128,/997/8/567/688/695/315/453/322/337/1128/,337
"Primary somatosensory cortex, hindlimb region, layer 6a",S1HL-6a,478,/997/8/567/688/695/315/453/322/337/478/,337
"Primary somatosensory cortex, hindlimb region, layer 6b",S1HL-6b,510,/997/8/567/688/695/315/453/322/337/510/,337
"Primary somatosensory cortex, oral dysgranular zone ",S1DZO,2352,/997/8/567/688/695/315/453/322/2352/,322
"Primary somatosensory cortex, oral dysgranular zone 1",S1DZO-1,2353,/997/8/567/688/695/315/453/322/2352/2353/,2352
"Primary somatosensory cortex, oral dysgranular zone 2/3",S1DZO-2/3,2354,/997/8/567/688/695/315/453/322/2352/2354/,2352
"Primary somatosensory cortex, oral dysgranular zone 4",S1DZO-4,2355,/997/8/567/688/695/315/453/322/2352/2355/,2352
"Primary somatosensory cortex, oral dysgranular zone 5",S1DZO-5,2356,/997/8/567/688/695/315/453/322/2352/2356/,2352
"Primary somatosensory cortex, oral dysgranular zone 6a",S1DZO-6a,2357,/997/8/567/688/695/315/453/322/2352/2357/,2352
"Primary somatosensory cortex, oral dysgranular zone 6b",S1DZO-6b,2358,/997/8/567/688/695/315/453/322/2352/2358/,2352
"Primary somatosensory cortex, shoulder region",S1Sh,2041,/997/8/567/688/695/315/453/322/2041/,322
"Primary somatosensory cortex, shoulder region 1",S1Sh-1,2310,/997/8/567/688/695/315/453/322/2041/2310/,2041
"Primary somatosensory cortex, shoulder region 2/3",S1Sh-2/3,2311,/997/8/567/688/695/315/453/322/2041/2311/,2041
"Primary somatosensory cortex, shoulder region 4",S1Sh-4,2312,/997/8/567/688/695/315/453/322/2041/2312/,2041
"Primary somatosensory cortex, shoulder region 5",S1Sh-5,2313,/997/8/567/688/695/315/453/322/2041/2313/,2041
"Primary somatosensory cortex, shoulder region 6a",S1Sh-6a,2314,/997/8/567/688/695/315/453/322/2041/2314/,2041
"Primary somatosensory cortex, shoulder region 6b",S1Sh-6b,2315,/997/8/567/688/695/315/453/322/2041/2315/,2041
"Primary somatosensory cortex, trunk region",S1Tr,361,/997/8/567/688/695/315/453/322/361/,322
"Primary somatosensory cortex, trunk region, layer 1",S1Tr-1,1006,/997/8/567/688/695/315/453/322/361/1006/,361
"Primary somatosensory cortex, trunk region, layer 2/3",S1Tr-2/3,670,/997/8/567/688/695/315/453/322/361/670/,361
"Primary somatosensory cortex, trunk region, layer 4",S1Tr-4,1086,/997/8/567/688/695/315/453/322/361/1086/,361
"Primary somatosensory cortex, trunk region, layer 5",S1Tr-5,1111,/997/8/567/688/695/315/453/322/361/1111/,361
"Primary somatosensory cortex, trunk region, layer 6a",S1Tr-6a,9,/997/8/567/688/695/315/453/322/361/9/,361
"Primary somatosensory cortex, trunk region, layer 6b",S1Tr-6b,461,/997/8/567/688/695/315/453/322/361/461/,361
"Primary somatosensory cortex, upper lip region",S1ULp,345,/997/8/567/688/695/315/453/322/345/,322
"Primary somatosensory cortex, upper lip region, layer 1",S1ULp-1,878,/997/8/567/688/695/315/453/322/345/878/,345
"Primary somatosensory cortex, upper lip region, layer 2/3",S1ULp-2/3,657,/997/8/567/688/695/315/453/322/345/657/,345
"Primary somatosensory cortex, upper lip region, layer 4",S1ULp-4,950,/997/8/567/688/695/315/453/322/345/950/,345
"Primary somatosensory cortex, upper lip region, layer 5",S1ULp-5,974,/997/8/567/688/695/315/453/322/345/974/,345
"Primary somatosensory cortex, upper lip region, layer 6a",S1ULp-6a,1102,/997/8/567/688/695/315/453/322/345/1102/,345
"Primary somatosensory cortex, upper lip region, layer 6b",S1ULp-6b,2,/997/8/567/688/695/315/453/322/345/2/,345
Primary visual cortex,V1,385,/997/8/567/688/695/315/669/385/,669
"Primary visual cortex, binocular area",V1B,2133,/997/8/567/688/695/315/669/385/2133/,385
"Primary visual cortex, binocular area, layer1",V1B-1,2434,/997/8/567/688/695/315/669/385/2133/2434/,2133
"Primary visual cortex, binocular area, layer2/3",V1B-2/3,2435,/997/8/567/688/695/315/669/385/2133/2435/,2133
"Primary visual cortex, binocular area, layer4",V1B-4,2436,/997/8/567/688/695/315/669/385/2133/2436/,2133
"Primary visual cortex, binocular area, layer5",V1B-5,2437,/997/8/567/688/695/315/669/385/2133/2437/,2133
"Primary visual cortex, binocular area, layer6a",V1B-6a,2438,/997/8/567/688/695/315/669/385/2133/2438/,2133
"Primary visual cortex, binocular area, layer6b",V1B-6b,2439,/997/8/567/688/695/315/669/385/2133/2439/,2133
"Primary visual cortex, layer1",V1-1,593,/997/8/567/688/695/315/669/385/593/,385
"Primary visual cortex, layer2/3",V1-2/3,821,/997/8/567/688/695/315/669/385/821/,385
"Primary visual cortex, layer4",V1-4,721,/997/8/567/688/695/315/669/385/721/,385
"Primary visual cortex, layer5",V1-5,778,/997/8/567/688/695/315/669/385/778/,385
"Primary visual cortex, layer6a",V1-6a,33,/997/8/567/688/695/315/669/385/33/,385
"Primary visual cortex, layer6b",V1-6b,305,/997/8/567/688/695/315/669/385/305/,385
"Primary visual cortex, monocular area",V1M,2098,/997/8/567/688/695/315/669/385/2098/,385
"Primary visual cortex, monocular area, layer1",V1M-1,2428,/997/8/567/688/695/315/669/385/2098/2428/,2098
"Primary visual cortex, monocular area, layer16b",V1M-6b,2433,/997/8/567/688/695/315/669/385/2098/2433/,2098
"Primary visual cortex, monocular area, layer2/3",V1M-2/3,2429,/997/8/567/688/695/315/669/385/2098/2429/,2098
"Primary visual cortex, monocular area, layer4",V1M-4,2430,/997/8/567/688/695/315/669/385/2098/2430/,2098
"Primary visual cortex, monocular area, layer5",V1M-5,2431,/997/8/567/688/695/315/669/385/2098/2431/,2098
"Primary visual cortex, monocular area, layer6a",V1M-6a,2432,/997/8/567/688/695/315/669/385/2098/2432/,2098
Principal sensory trigeminal nucleus,Pr5,7,/997/8/343/1065/771/1132/7/,1132
"Principal sensory trigeminal nucleus, dorsomedial part",Pr5DM,2203,/997/8/343/1065/771/1132/7/2203/,7
"Principal sensory trigeminal nucleus, ventrolateral part",Pr5VL,2202,/997/8/343/1065/771/1132/7/2202/,7
Red nucleus,R,214,/997/8/343/313/323/214/,323
"Red nucleus, magnocellular part",RMC,2139,/997/8/343/313/323/214/2139/,214
"Red nucleus, parvicellular part",RPC,2137,/997/8/343/313/323/214/2137/,214
Reticular nucleus (prethalamus),Rt,262,/997/8/343/1129/549/856/262/,856
Reticulotegmental nucleus of the pons,RtTg,574,/997/8/343/1065/771/987/574/,987
"Reticulotegmental nucleus of the pons, pericentral part",RtTgP,2165,/997/8/343/1065/771/987/574/2165/,574
Retroambiguus nucleus,RAmb,2471,/997/8/343/1065/354/370/2472/2471/,2472
Retrochiasmatic area,RCh,173,/997/8/343/1129/1097/290/173/,290
"Retrochiasmatic area, lateral part",RchL,2042,/997/8/343/1129/1097/290/173/2042/,173
"Retrochiasmatic area, medial part",RchM,2283,/997/8/343/1129/1097/290/173/2283/,173
Retrocommissural nucleus,ReC,2415,/997/8/343/313/323/1100/2415/,1100
Retroendopiriform nucleus ,REn,2426,/997/8/567/688/703/942/2426/,942
Retroethmoid nucleus,REth,2116,/997/8/343/1129/549/864/2116/,864
Retrohippocampal region,RHP,822,/997/8/567/688/695/1089/822/,1089
Retroisthmic nucleus,RIs,246,/997/8/343/313/323/246/,323
Retromamillary nucleus,RM,525,/997/8/343/1129/1097/467/331/525/,331
"Retromamillary nucleus, lateral part",RML,1110,/997/8/343/1129/1097/467/331/525/1110/,525
"Retromamillary nucleus, medial part",RMM,1118,/997/8/343/1129/1097/467/331/525/1118/,525
Retroparafascicular nucleus,RPF,2122,/997/8/343/313/323/1100/2122/,1100
Retrorubral field,RRF,2153,/997/8/343/313/323/246/2153/,246
Retrouniens area,RRe,2093,/997/8/343/1129/549/856/571/181/2093/,181
Reuniens area,RE,181,/997/8/343/1129/549/856/571/181/,571
Reuniens thalamic nucleus,Re,2092,/997/8/343/1129/549/856/571/181/2092/,181
Rhabdoid nucleus,Rbd,2168,/997/8/343/313/323/2168/,323
Rhomboid thalamic nucleus,Rh,189,/997/8/343/1129/549/856/51/189/,51
Rostral amygdalopiriform area,RAPir,788,/997/8/567/688/695/698/788/,698
Rostral amygdalopiriform area 1,RAPir1,408,/997/8/567/688/695/698/788/408/,788
Rostral amygdalopiriform area 2,RAPir2,416,/997/8/567/688/695/698/788/416/,788
Rostral amygdalopiriform area 3,RAPir3,424,/997/8/567/688/695/698/788/424/,788
Rostral interstitial nucleus of the medial longitudinal fasciculus,RI,2112,/997/8/343/313/323/2112/,323
Rostral linear nucleus (midbrain),RLi ,197,/997/8/343/313/348/165/197/,165
Rostral ventral respiratory group,RVRG,2269,/997/8/343/1065/354/370/2269/,370
